accession	ambiguous_bases	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation	gtdb_type_designation_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
RS_GCF_000008125.1	0	99.58	0	316	k__Bacteria (UID2142)	236	0	1996796	93.8572453257	2	1476627	69.4072617301	2127482	RS_GCF_000091545.1	f	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus;s__Thermus thermophilus	not type material	none	f	1	1	1894877	1894877	1894877	2	2886	NC_005835.1-#2	1894877	2	107	NC_005835.1-#2	2886	5330	0	100	AE017221.1891925.1894845	Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Thermus;Thermus thermophilus HB27	1063741	1063741	t	f	f	1894877	1894877	Complete Genome	ASM812v1	n/a	PRJNA224116	SAMN02603291	none	none	none	2004-4-5	GCA_000008125.1	none	full	none	none	none	2	0	Thermus thermophilus HB27	2218	na	6	none	none	none	none	none	2004/04/05	0	274	2	HB27	Gottingen Genomics Laboratory	262724	d__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Thermales;f__Thermaceae;g__Thermus;s__Thermus thermophilus	d__Bacteria;x__Terrabacteria group;p__Deinococcus-Thermus;c__Deinococci;o__Thermales;f__Thermaceae;g__Thermus;s__Thermus thermophilus;x__Thermus thermophilus HB27	0	2127482	11	49	none	2127482	0	none	2224	2	1894877	2	1516	2784	0	99.802	2130193	k__Bacteria;p__[Thermi];c__Deinococci;o__Thermales;f__Thermaceae;g__Thermus;s__	1516	NC_005835.1-#2	1516	2778	0	99.736	AIJQ01000002.152515.154042	Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Thermus;Thermus parvatiensis	0	20	47	0
RS_GCF_000008185.1	0	100	0	235	f__Spirochaetaceae (UID2512)	124	0	2605386	91.6356599481	1	1076827	37.8737556719	2843201	RS_GCF_000008185.1	t	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_B;s__Treponema_B denticola	type strain of species	LPSN; DSMZ; StrainInfo	f	1	1	2843201	2843201	2843201	2	2957	NC_002967.9	2843201	2	107	NC_002967.9	2957	5456	0	99.966	AGDU01000028.132429.135388	Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;Treponema denticola ATCC 35404	2843201	2843201	t	f	f	2843201	2843201	Complete Genome	ASM818v1	n/a	PRJNA57583	SAMN02603967	none	none	none	2004-2-3	GCA_000008185.1	none	full	none	none	none	1	0	Treponema denticola ATCC 35405	2767	reference genome	6	none	none	none	none	none	2004/02/03	0	158	2	ATCC 35405	TIGR	243275	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__Treponema denticola	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__Treponema denticola;x__Treponema denticola ATCC 35405	0	2843201	11	42	assembly from type material	2843201	0	none	2578	1	2843201	2	1541	2835	0	99.87	880816	k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__	1541	NC_002967.9	1533	2832	0	100	AGDU01000028.130486.132018	Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema 2;Treponema denticola ATCC 35404	0	20	42	1
RS_GCF_000008205.1	0	99.28	0	258	g__Mycoplasma (UID2426)	138	0	802386	89.411804035	1	255960	28.5222391228	897405	RS_GCF_000008205.1	t	d__Bacteria;p__Firmicutes;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__Mesomycoplasma;s__Mesomycoplasma hyopneumoniae	type strain of species	LPSN; DSMZ; StrainInfo	f	1	1	897405	897405	897405	1	2885	NC_007295.1	none	0	none	none	2885	5328	0	100	AE017243.877699.880600	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma hyopneumoniae J	897405	897405	f	f	t	897405	897405	Complete Genome	ASM820v1	n/a	PRJNA224116	SAMN02603526	none	none	none	2005-8-5	GCA_000008205.1	none	full	none	none	none	1	0	Mycoplasma hyopneumoniae J	693	representative genome	3	none	none	none	none	none	2005/08/05	0	2099	1	J	LNCC - Laboratorio Nacional de Computacao Cientifica	262719	d__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma hyopneumoniae	d__Bacteria;x__Terrabacteria group;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma hyopneumoniae;x__Mycoplasma hyopneumoniae J	0	897405	4	30	assembly from type material	897405	0	none	695	1	897405	1	1526	2802	0	99.803	15880	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__	1526	NC_007295.1	1526	2819	0	100	AE017243.881092.882628	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma hyopneumoniae J	0	20	30	1
RS_GCF_000008225.1	0	99.28	0	258	g__Mycoplasma (UID2426)	138	0	822762	89.4229734621	1	262120	28.488858022	920079	RS_GCF_000008205.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__Mesomycoplasma;s__Mesomycoplasma hyopneumoniae	not type material	none	f	1	1	920079	920079	920079	1	2885	NC_007332.1	none	0	none	none	2885	5328	0	100	AE017244.898439.901340	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma hyopneumoniae 7448	920079	920079	f	f	t	920079	920079	Complete Genome	ASM822v1	n/a	PRJNA224116	SAMN02603525	none	none	none	2005-8-8	GCA_000008225.1	none	full	none	none	none	1	0	Mycoplasma hyopneumoniae 7448	710	na	3	none	none	none	none	none	2005/08/08	0	2099	1	7448	LNCC - Laboratorio Nacional de Computacao Cientifica	262722	d__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma hyopneumoniae	d__Bacteria;x__Terrabacteria group;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma hyopneumoniae;x__Mycoplasma hyopneumoniae 7448	0	920079	4	30	none	920079	0	none	693	1	920079	1	1526	2802	0	99.803	15880	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__	1526	NC_007332.1	1526	2819	0	100	AE017244.901824.903360	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma hyopneumoniae 7448	0	20	30	1
RS_GCF_000008245.1	0	100	0.19	244	g__Mycoplasma (UID2415)	133	0	718824	89.9118922894	1	227812	28.4951643326	799476	RS_GCF_000969765.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__Mycoplasmopsis_A;s__Mycoplasmopsis_A synoviae	not type material	none	f	1	1	799476	799476	799476	2	2868	NC_007294.1	none	0	none	none	2862	5286	0	100	AE017245.661933.664799	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma synoviae 53	799476	799476	f	f	t	799476	799476	Complete Genome	ASM824v1	n/a	PRJNA224116	SAMN02603527	none	none	none	2005-8-5	GCA_000008245.1	none	full	none	none	none	1	0	Mycoplasma synoviae 53	681	na	7	none	none	none	none	none	2005/08/05	0	2109	2	53	LNCC - Laboratorio Nacional de Computacao Cientifica	262723	d__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma synoviae	d__Bacteria;x__Terrabacteria group;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma synoviae;x__Mycoplasma synoviae 53	0	799476	4	34	none	799476	0	none	710	1	799476	2	1502	2774	0	100	137538	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__	1502	NC_007294.1	1502	2763	0	99.867	CP011096.700430.701938	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma synoviae ATCC 25204	0	20	34	1
RS_GCF_000008285.1	0	99.45	0	329	c__Bacilli (UID354)	183	0	2587015	89.0481404467	1	1105169	38.0412345229	2905187	RS_GCF_000307025.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Listeria;s__Listeria monocytogenes_B	not type material	none	f	1	1	2905187	2905187	2905187	6	2927	NC_002973.6	2905187	6	109	NC_002973.6	2927	5406	0	100	CBVZ010000003.1328856.1331785	Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria monocytogenes QOC1	2905187	2905187	t	f	f	2905187	2905187	Complete Genome	ASM828v1	n/a	PRJNA224116	SAMN02603980	none	none	none	2005-12-7	GCA_000008285.1	none	full	none	none	none	1	1	Listeria monocytogenes serotype 4b str. F2365	2854	na	18	none	none	none	none	none	2005/12/07	0	1639	6	4b F2365	TIGR	265669	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Listeria;s__Listeria monocytogenes	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Listeria;s__Listeria monocytogenes;x__Listeria monocytogenes serotype 4b;x__Listeria monocytogenes serotype 4b str. F2365	0	2905187	11	67	none	2905187	0	none	2808	1	2905187	6	1546	2844	0	99.871	4341595	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Listeria;s__monocytogenes	1546	NC_002973.6	1546	2856	0	100	FR733644.249295.250846	Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria monocytogenes SLCC2378	0	20	67	0
RS_GCF_000008305.1	0	100	0.38	228	c__Mollicutes (UID2395)	133	0	735843	92.7661039	1	214333	27.0204885379	793224	RS_GCF_000008305.1	t	d__Bacteria;p__Firmicutes;c__Bacilli;o__Mycoplasmatales;f__Mycoplasmataceae;g__Entomoplasma;s__Entomoplasma florum	type strain of species	LPSN; DSMZ; StrainInfo	t	1	1	793224	793224	793224	2	2898	NC_006055.1	793224	2	85	NC_006055.1	2897	5350	0	100	AE017263.465281.468183	Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Entomoplasmataceae;Mesoplasma;Mesoplasma florum L1	793224	793224	t	f	f	793224	793224	Complete Genome	ASM830v1	n/a	PRJNA58055	SAMN03081416	none	none	none	2004-7-19	GCA_000008305.1	none	full	none	none	none	1	0	Mesoplasma florum L1	680	reference genome	6	none	none	none	none	none	2004/07/19	0	2151	2	ATCC 33453;L1	Broad Institute	265311	d__Bacteria;p__Tenericutes;c__Mollicutes;o__Entomoplasmatales;f__Entomoplasmataceae;g__Mesoplasma;s__Mesoplasma florum	d__Bacteria;x__Terrabacteria group;p__Tenericutes;c__Mollicutes;o__Entomoplasmatales;f__Entomoplasmataceae;g__Mesoplasma;s__Mesoplasma florum;x__Mesoplasma florum L1	0	793224	4	29	assembly from type material	793224	0	none	686	1	793224	2	1520	2808	0	100	129089	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Entomoplasmatales;f__Entomoplasmataceae;g__Mesoplasma;s__	1520	NC_006055.1	1519	2806	0	100	AE017263.468400.469924	Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Entomoplasmataceae;Mesoplasma;Mesoplasma florum L1	0	20	29	1
RS_GCF_000008325.1	1	99.2	0	575	c__Gammaproteobacteria (UID4274)	289	0	3000909	90.8111243823	1	2101191	63.5845921999	3304561	RS_GCF_000424685.1	f	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylococcus;s__Methylococcus capsulatus	not type material	none	f	1	1	3304561	3304561	3304561	2	2890	NC_002977.6-#2	3304561	2	107	NC_002977.6-#2	2890	5337	0	100	AE017282.790187.793090	Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylococcus;Methylococcus capsulatus str. Bath	3304561	3304561	t	f	f	3304561	3304561	Complete Genome	ASM832v1	n/a	PRJNA224116	SAMN02603968	none	none	none	2005-5-18	GCA_000008325.1	none	full	none	none	none	1	1	Methylococcus capsulatus str. Bath	3022	representative genome	6	none	none	none	none	none	2005/05/18	0	414	2	Bath	TIGR	243233	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylococcus;s__Methylococcus capsulatus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylococcus;s__Methylococcus capsulatus;x__Methylococcus capsulatus str. Bath	0	3304561	11	46	none	3304561	0	none	3046	1	3304561	2	1529	2824	0	100	128429	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylococcus;s__capsulatus	1531	NC_002977.6-#2	1515	2793	0	99.934	AUKJ01000009.12092.13606	Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylococcus;Methylococcus capsulatus str. Texas = ATCC 19069	0	20	46	0
RS_GCF_000008345.1	0	100	0	259	o__Actinomycetales (UID1530)	152	0	2293615	89.5850624838	1	1536434	60.0107410756	2560265	RS_GCF_003030305.1	f	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	not type material	none	f	1	1	2560265	2560265	2560265	3	3079	NC_006085.1	2560265	3	110	NC_006085.1-#2	3079	5611	0	99.578	CP002815.1796911.1799995	Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Cutibacterium;Propionibacterium acnes 6609	2560265	2560265	t	f	f	2560265	2560265	Complete Genome	ASM834v1	n/a	PRJNA224116	SAMN02603281	none	none	none	2004-07-30	GCA_000008345.1	none	full	none	none	none	1	0	Cutibacterium acnes KPA171202	2507	representative genome	9	none	none	none	none	none	2004/07/30	0	1747	3	KPA171202	Goettingen Genomics Laboratory	267747	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	d__Bacteria;x__Terrabacteria group;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes;x__Cutibacterium acnes KPA171202	0	2560265	11	45	none	2560265	0	none	2373	1	2560265	3	1522	2806	0	99.934	4390042	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium;s__acnes	1522	NC_006085.1-#2	1520	2802	0	99.934	CP003877.1773256.1774785	Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Cutibacterium;Propionibacterium acnes C1	0	20	45	0
RS_GCF_000008365.1	0	99.75	0.75	244	g__Mycoplasma (UID2415)	133	0	714813	91.9871724754	1	193891	24.9512597818	777079	RS_GCF_000008365.1	t	d__Bacteria;p__Firmicutes;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__Mycoplasma_J;s__Mycoplasma_J mobile	type strain of species	LPSN; DSMZ; StrainInfo	f	1	1	777079	777079	777079	1	2907	NC_006908.1	none	0	none	none	2907	5369	0	100	AE017308.642939.645857	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma mobile 163K	777079	777079	f	f	t	777079	777079	Complete Genome	ASM836v1	n/a	PRJNA224116	SAMN03081417	none	none	none	2004-5-18	GCA_000008365.1	none	full	none	none	none	1	0	Mycoplasma mobile 163K	655	representative genome	3	none	none	none	none	none	2004/05/18	0	2118	1	163K	Broad Institute	267748	d__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma mobile	d__Bacteria;x__Terrabacteria group;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma mobile;x__Mycoplasma mobile 163K	0	777079	4	28	assembly from type material	777079	0	none	660	1	777079	1	1513	2795	0	100	108671	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__	1513	NC_006908.1	1513	2795	0	100	AE017308.646160.647679	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma mobile 163K	0	20	28	1
RS_GCF_000008385.1	0	99.15	0	368	o__Rickettsiales (UID3811)	234	0	796836	73.7753730265	1	369163	34.1791008847	1080084	RS_GCF_000008385.1	t	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae;g__Wolbachia;s__Wolbachia sp000008385	not type material	none	f	1	1	1080084	1080084	1080084	1	2779	NC_006833.1	1080084	1	100	NC_006833.1	2779	5132	0	100	AE017321.899547.902342	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Wolbachia;Wolbachia endosymbiont strain TRS of Brugia malayi	1080084	1080084	t	f	f	1080084	1080084	Complete Genome	ASM838v1	n/a	PRJNA224116	SAMN02603678	none	none	none	2005-2-2	GCA_000008385.1	none	full	none	none	none	1	1	Wolbachia endosymbiont strain TRS of Brugia malayi	1006	representative genome	3	none	none	none	none	none	2005/02/02	0	80849	1	none	New England Biolabs, Inc.	292805	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae;g__Wolbachia;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae;x__Wolbachieae;g__Wolbachia;s__Wolbachia endosymbiont of Brugia malayi;x__Wolbachia endosymbiont strain TRS of Brugia malayi	0	1080084	11	34	none	1080084	0	none	1140	1	1080084	1	1499	2769	0	100	4345956	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Wolbachia;s__	1499	NC_006833.1	1499	2769	0	100	AE017321.634569.636083	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Wolbachia;Wolbachia endosymbiont strain TRS of Brugia malayi	0	20	34	0
RS_GCF_000008405.1	0	99.28	0	258	g__Mycoplasma (UID2426)	138	0	800705	89.6889190576	1	254982	28.5611554307	892758	RS_GCF_000008205.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__Mesomycoplasma;s__Mesomycoplasma hyopneumoniae	not type material	none	f	1	1	892758	892758	892758	1	2885	NC_006360.1	none	0	none	none	2885	5328	0	100	AE017332.872849.875750	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma hyopneumoniae 232	892758	892758	f	f	t	892758	892758	Complete Genome	ASM840v1	n/a	PRJNA224116	SAMN02603423	none	none	none	2004-10-8	GCA_000008405.1	none	full	none	none	none	1	0	Mycoplasma hyopneumoniae 232	691	na	3	none	none	none	none	none	2004/10/08	0	2099	1	232	Iowa State University	295358	d__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma hyopneumoniae	d__Bacteria;x__Terrabacteria group;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma hyopneumoniae;x__Mycoplasma hyopneumoniae 232	0	892758	4	30	none	892758	0	none	681	1	892758	1	1526	2819	0	100	15880	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__	1526	NC_006360.1	1526	2819	0	100	Y00149.1.1537	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma hyopneumoniae	0	20	30	1
RS_GCF_000008425.1	0	98.82	0	711	g__Bacillus (UID864)	241	0	3692524	87.4457597075	1	1950640	46.1947428685	4222645	RS_GCF_000011645.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus licheniformis	type strain of species	LPSN; DSMZ; StrainInfo	f	1	1	4222645	4222645	4222645	7	2926	NC_006322.1-#2	4222645	7	110	NC_006322.1-#2	2926	5404	0	100	AZSL01000012.21.2949	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus licheniformis F1-1	4222645	4222645	t	f	f	4222645	4222645	Complete Genome	ASM842v1	n/a	PRJNA224116	SAMN02603292	none	none	none	2004-9-20	GCA_000008425.1	none	full	none	none	none	1	2	Bacillus licheniformis DSM 13 = ATCC 14580	4296	na	21	none	none	none	none	none	2004/09/20	0	1402	7	DSM 13	Gottingen Genomics Laboratory	279010	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus licheniformis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus subtilis group;s__Bacillus licheniformis;x__Bacillus licheniformis DSM 13 = ATCC 14580	0	4222645	11	72	assembly from type material	4222645	0	none	4290	1	4222645	7	1548	2835	0	99.742	128625	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	1548	NC_006322.1-#2	1545	2854	0	100	CP000002.95349.96894	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus licheniformis DSM 13 = ATCC 14580	0	20	72	0
RS_GCF_000008465.1	0	100	0.17	693	c__Gammaproteobacteria (UID4761)	297	0	2625548	92.4710793226	1	1335622	47.0402399449	2839318	RS_GCF_000008465.1	t	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Idiomarina;s__Idiomarina loihiensis	type strain of species	LPSN; DSMZ; StrainInfo	f	1	1	2839318	2839318	2839318	4	2886	NC_006512.1	2839318	4	110	NC_006512.1-#4	2886	5330	0	100	CP005964.2749134.2752035	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina;Idiomarina loihiensis GSL 199	2839318	2839318	t	f	f	2839318	2839318	Complete Genome	ASM846v1	n/a	PRJNA224116	SAMN02604184	none	none	none	2004-12-2	GCA_000008465.1	none	full	none	none	none	1	1	Idiomarina loihiensis L2TR	2650	representative genome	12	none	none	none	none	none	2004/12/02	0	135577	4	L2TR	University of Hawaii at Manoa	283942	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Idiomarinaceae;g__Idiomarina;s__Idiomarina loihiensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Idiomarinaceae;g__Idiomarina;s__Idiomarina loihiensis;x__Idiomarina loihiensis L2TR	0	2839318	11	56	assembly from type material	2839318	0	none	2658	1	2839318	4	1540	2844	0	100	128687	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Idiomarinaceae;g__Idiomarina;s__	1540	NC_006512.1	1540	2844	0	100	CP005964.2752775.2754329	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina;Idiomarina loihiensis GSL 199	0	20	56	0
